fertilisation,residue,weather_scenario,weather_factor,weather_signed_change_pct,strip_position,weather_is_baseline,system_asy_MgDM_ha_yr,sd_across_rotations,n_rotations,signed_level,wf,scen_label,reference_asy,relative_yield_pct,management_label,leaching_kgN_ha,leaching_sd_kgN_ha,driver,yield_metric
Mineral fertiliser,Residue Removed,weatherWin0Center,Wind,0,Center,FALSE,4.594909878787879,0.3340171563095417,4,0,Wind,Wind 0%,4.609862946969697,99.67562879083754,Mineral fertiliser | Residue Removed,22.68043926787037,1.8933484955997442,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherWin20dwnCenter,Wind,-20,Center,FALSE,4.590465492424242,0.3158038204368103,4,-20,Wind,Wind -20%,4.609862946969697,99.57921841129343,Mineral fertiliser | Residue Removed,23.124889715370372,1.5969043224866393,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherWin30dwnCenter,Wind,-30,Center,FALSE,4.58262606060606,0.3145914593399247,4,-30,Wind,Wind -30%,4.609862946969697,99.40916060462186,Mineral fertiliser | Residue Removed,23.067618583333335,1.6235661295497856,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherWin40dwnCenter,Wind,-40,Center,FALSE,4.571377321969697,0.31144663389765614,4,-40,Wind,Wind -40%,4.609862946969697,99.16514600449676,Mineral fertiliser | Residue Removed,23.05223566361111,1.6273439893957882,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherWin50dwnCenter,Wind,-50,Center,FALSE,4.563656102272727,0.30495221560878766,4,-50,Wind,Wind -50%,4.609862946969697,98.9976525283177,Mineral fertiliser | Residue Removed,23.085460822694444,1.601113881520938,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherWin60dwnCenter,Wind,-60,Center,FALSE,4.552088083333333,0.300192206809698,4,-60,Wind,Wind -60%,4.609862946969697,98.74671190226289,Mineral fertiliser | Residue Removed,23.019904707194442,1.5882300999361647,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherWin70dwnCenter,Wind,-70,Center,FALSE,4.541219882575757,0.2961186476088888,4,-70,Wind,Wind -70%,4.609862946969697,98.51095216531193,Mineral fertiliser | Residue Removed,22.976087741388888,1.6387721966242372,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherBaselineopen,Baseline,0,Open field,TRUE,4.855602045454545,0.309367510137124,4,0,Reference,Reference,4.855602045454545,100,Mineral fertiliser | Residue Retained,25.53980802037037,1.0438448084468932,Open field,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherRad0Center,Radiation,0,Center,FALSE,3.741038634469697,0.3530111894352145,4,0,Radiation,Rad 0%,4.855602045454545,77.04582458465228,Mineral fertiliser | Residue Retained,22.527006833703705,3.0752377965969955,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherRad10dwnCenter,Radiation,-10,Center,FALSE,3.192085380681818,0.28052608460216094,4,-10,Radiation,Rad -10%,4.855602045454545,65.74025941170389,Mineral fertiliser | Residue Retained,23.858361482962962,3.626711134862548,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherRad20dwnCenter,Radiation,-20,Center,FALSE,2.5697418333333335,0.24060546076297826,4,-20,Radiation,Rad -20%,4.855602045454545,52.92323813354794,Mineral fertiliser | Residue Retained,23.744771258703704,5.363584933757215,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherRad30dwnCenter,Radiation,-30,Center,FALSE,1.9194193920454545,0.17853024432607648,4,-30,Radiation,Rad -30%,4.855602045454545,39.52999801213678,Mineral fertiliser | Residue Retained,22.050132512962964,2.597082995124508,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherRad5dwnCenter,Radiation,-5,Center,FALSE,3.4583323049242423,0.29951625903626505,4,-5,Radiation,Rad -5%,4.855602045454545,71.22355317733826,Mineral fertiliser | Residue Retained,22.374041903703706,3.1231492255310185,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherTmp0Center,Temperature,0,Center,FALSE,4.625036399621212,0.40872360923499895,4,0,Temperature,Tmp 0degC,4.855602045454545,95.25155390258615,Mineral fertiliser | Residue Retained,23.219517654907406,2.4208695899205526,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherTmp0p5upCenter,Temperature,0.5,Center,FALSE,4.890555174242424,0.3517437246770445,4,0.5,Temperature,Tmp +0.5degC,4.855602045454545,100.71985159534644,Mineral fertiliser | Residue Retained,24.263380449444444,2.65790867976658,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherTmp1upCenter,Temperature,1,Center,FALSE,5.104669117424242,0.34560482590783953,4,1,Temperature,Tmp +1degC,4.855602045454545,105.12947868540535,Mineral fertiliser | Residue Retained,25.03841462777778,1.7266809051421372,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherTmp2dwnCenter,Temperature,-2,Center,FALSE,2.947209444128788,0.5765816624501192,4,-2,Temperature,Tmp -2degC,4.855602045454545,60.697096189910106,Mineral fertiliser | Residue Retained,15.724025174074074,4.702496981800222,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherTmp2upCenter,Temperature,2,Center,FALSE,5.265963613636364,0.2317018698008355,4,2,Temperature,Tmp +2degC,4.855602045454545,108.45130149341561,Mineral fertiliser | Residue Retained,26.763363398148147,2.8166737179176486,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherTmp3dwnCenter,Temperature,-3,Center,FALSE,1.9740473975189394,0.5600143104286469,4,-3,Temperature,Tmp -3degC,4.855602045454545,40.65504913786945,Mineral fertiliser | Residue Retained,14.383408123212963,4.5801315445731845,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherTmp3upCenter,Temperature,3,Center,FALSE,4.987419386363636,0.22910333303917804,4,3,Temperature,Tmp +3degC,4.855602045454545,102.7147476188352,Mineral fertiliser | Residue Retained,26.221397200925924,2.502545546892672,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherWin0Center,Wind,0,Center,FALSE,4.826124988636364,0.30191707856373023,4,0,Wind,Wind 0%,4.855602045454545,99.39292683909763,Mineral fertiliser | Residue Retained,25.53332877472222,1.11896549113182,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherWin20dwnCenter,Wind,-20,Center,FALSE,4.81115081060606,0.29931683954672056,4,-20,Wind,Wind -20%,4.855602045454545,99.08453710925308,Mineral fertiliser | Residue Retained,25.444845453703707,1.165806669001251,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherWin30dwnCenter,Wind,-30,Center,FALSE,4.803351219696969,0.2977989087356307,4,-30,Wind,Wind -30%,4.855602045454545,98.9239063401728,Mineral fertiliser | Residue Retained,25.381138442592594,1.1780259984867838,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherWin40dwnCenter,Wind,-40,Center,FALSE,4.792357473484849,0.2944565953576902,4,-40,Wind,Wind -40%,4.855602045454545,98.6974926821093,Mineral fertiliser | Residue Retained,25.36532907037037,1.17533484652549,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherWin50dwnCenter,Wind,-50,Center,FALSE,4.783737765151515,0.2915014491252293,4,-50,Wind,Wind -50%,4.855602045454545,98.51997178454309,Mineral fertiliser | Residue Retained,25.294631212962962,1.2095853674776238,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherWin60dwnCenter,Wind,-60,Center,FALSE,4.773546106060606,0.28700238463604427,4,-60,Wind,Wind -60%,4.855602045454545,98.31007692504879,Mineral fertiliser | Residue Retained,25.250019941481483,1.1880491271199027,Wind,Grain ASY (WW + SY)
Mineral fertiliser,Residue Retained,weatherWin70dwnCenter,Wind,-70,Center,FALSE,4.763079268939394,0.28280043400469573,4,-70,Wind,Wind -70%,4.855602045454545,98.09451483772719,Mineral fertiliser | Residue Retained,25.20071821101852,1.209539467646547,Wind,Grain ASY (WW + SY)
