simulation_id,scenario_unit,reference_type,run_id,soil,rotation,rotation_code,fertilisation,residue,weather_scenario,weather_factor,weather_direction,weather_change_pct,weather_signed_change_pct,strip_position,weather_is_baseline
SIM0246,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherTmp0East,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0247,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherTmp0West,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0248,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherTmp0p5upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0249,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherTmp1upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0250,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherTmp2upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0251,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherTmp3upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0252,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherWin70dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0253,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherWin60dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0254,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherWin50dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0255,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherWin40dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0256,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherWin30dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0257,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherWin20dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0258,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherWin0Center,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0259,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherWin0East,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0260,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherWin0West,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0261,NA,Open-field baseline,foulum_Rotation3DigRet_weatherBaselineopen,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0262,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherRad30dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0263,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherRad20dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0264,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherRad10dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0265,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherRad5dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0266,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherRad0Center,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0267,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherRad0East,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0268,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherRad0West,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0269,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherTmp3dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0270,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherTmp2dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0271,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherTmp0Center,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0272,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherTmp0East,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0273,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherTmp0West,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0274,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherTmp0p5upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0275,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherTmp1upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0276,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherTmp2upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0277,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherTmp3upCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0278,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherWin70dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0279,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherWin60dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0280,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherWin50dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0281,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherWin40dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0282,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherWin30dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0283,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRet_weatherWin20dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0284,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherWin0Center,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0285,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherWin0East,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0286,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRet_weatherWin0West,foulum,Rotation 3,3,Biogas digestate,Residue Retained,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0287,NA,Open-field baseline,foulum_Rotation3MinRem_weatherBaselineopen,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0288,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherRad30dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0289,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherRad20dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0290,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherRad10dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0291,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherRad5dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0292,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherRad0Center,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0293,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherRad0East,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0294,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherRad0West,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0295,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherTmp3dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0296,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherTmp2dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0297,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherTmp0Center,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0298,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherTmp0East,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0299,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherTmp0West,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0300,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherTmp0p5upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0301,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherTmp1upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0302,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherTmp2upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0303,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherTmp3upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0304,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherWin70dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0305,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherWin60dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0306,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherWin50dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0307,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherWin40dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0308,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherWin30dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0309,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRem_weatherWin20dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0310,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherWin0Center,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0311,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherWin0East,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0312,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRem_weatherWin0West,foulum,Rotation 3,3,Mineral fertiliser,Residue Removed,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0313,NA,Open-field baseline,foulum_Rotation3MinRet_weatherBaselineopen,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0314,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherRad30dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0315,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherRad20dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0316,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherRad10dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0317,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherRad5dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0318,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherRad0Center,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0319,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherRad0East,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0320,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherRad0West,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0321,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherTmp3dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0322,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherTmp2dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0323,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherTmp0Center,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0324,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherTmp0East,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0325,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherTmp0West,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0326,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherTmp0p5upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0327,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherTmp1upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0328,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherTmp2upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0329,degC,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherTmp3upCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0330,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherWin70dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0331,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherWin60dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0332,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherWin50dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0333,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherWin40dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0334,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherWin30dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0335,percent,Perturbation from VAPV 0-level,foulum_Rotation3MinRet_weatherWin20dwnCenter,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0336,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherWin0Center,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0337,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherWin0East,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0338,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3MinRet_weatherWin0West,foulum,Rotation 3,3,Mineral fertiliser,Residue Retained,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0339,NA,Open-field baseline,foulum_Rotation4DigRem_weatherBaselineopen,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0340,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherRad30dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0341,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherRad20dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0342,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherRad10dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0343,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherRad5dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0344,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherRad0Center,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0345,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherRad0East,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0346,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherRad0West,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0347,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherTmp3dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0348,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherTmp2dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0349,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherTmp0Center,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0350,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherTmp0East,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0351,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherTmp0West,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0352,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherTmp0p5upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0353,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherTmp1upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0354,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherTmp2upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0355,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherTmp3upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0356,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherWin70dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0357,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherWin60dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0358,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherWin50dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0359,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherWin40dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0360,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherWin30dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0361,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRem_weatherWin20dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0362,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherWin0Center,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0363,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherWin0East,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0364,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRem_weatherWin0West,foulum,Rotation 4,4,Biogas digestate,Residue Removed,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0365,NA,Open-field baseline,foulum_Rotation4DigRet_weatherBaselineopen,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0366,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherRad30dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0367,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherRad20dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0368,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherRad10dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0369,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherRad5dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0370,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherRad0Center,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
